City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
300,provideniya,12,RU,1509175207,100,64.38,-173.3,29.93,14.92
301,codrington,92,AU,1509175207,88,-38.27,141.97,59.42,5.5
302,mutis,92,CO,1509175207,100,6.23,-77.4,70.9,0.58
303,itamaraju,88,BR,1509175208,93,-17.04,-39.53,71.96,7.61
304,rio grande,92,BR,1509175208,100,-32.03,-52.1,63.68,20.74
305,gebre guracha,0,ET,1509175209,76,9.8,38.4,61.7,2.62
306,flinders,80,AU,1509170400,39,-34.58,150.86,82.4,13.87
307,clyde river,1,CA,1509174000,60,70.47,-68.59,6.8,14.99
308,itoman,75,JP,1509173220,94,26.12,127.67,78.8,35.57
309,watrous,12,CA,1509175210,81,51.67,-105.47,22.82,3.02
310,macaboboni,44,PH,1509175210,92,16.19,119.78,83.39,3.85
311,nelson bay,68,AU,1509174000,73,-32.72,152.15,71.6,10.29
312,bullhead city,1,US,1509173760,19,35.15,-114.57,77.0,5.53
313,quatre cocos,75,MU,1509170400,94,-20.21,57.76,75.2,10.29
314,guarapari,20,BR,1509170400,78,-20.67,-40.5,77.0,13.87
315,szczytno,92,PL,1509175212,98,53.56,20.99,41.54,12.68
316,lakselv,88,NO,1509173400,74,70.05,24.97,35.6,4.7
317,am timan,0,TD,1509175213,52,11.03,20.28,79.11,3.74
318,port lincoln,0,AU,1509175213,80,-34.73,135.87,63.99,16.6
319,svetlaya,0,RU,1509175214,81,46.54,138.33,48.74,14.92
320,aquiraz,20,BR,1509174000,78,-3.9,-38.39,78.8,13.87
321,sahrak,0,AF,1509175215,29,34.11,64.31,56.61,3.4
322,aiyina,20,GR,1509173400,72,37.75,23.43,64.4,6.31
323,towada,0,JP,1509170400,51,40.18,140.79,62.6,4.7
324,loukhi,88,RU,1509175216,95,66.08,33.04,33.53,10.67
325,carutapera,92,BR,1509175216,84,-1.2,-46.02,79.7,11.07
326,cabo san lucas,0,MX,1509175186,100,22.89,-109.91,81.18,12.64
327,meyungs,90,PW,1509173400,74,7.34,134.47,86.0,4.7
328,bubaque,20,GW,1509174000,88,11.28,-15.83,78.8,8.39
329,margate,20,GB,1509173400,81,51.38,1.39,44.6,12.75
330,toktogul,20,KG,1509175217,70,41.87,72.94,39.65,1.79
331,peniche,0,PT,1509174000,42,39.36,-9.38,68.0,8.05
332,tazovskiy,88,RU,1509175218,97,67.47,78.7,23.04,9.95
333,salekhard,80,RU,1509175218,91,66.53,66.6,18.92,5.61
334,maunatlala,90,BW,1509170400,82,-22.6,27.63,59.0,12.75
335,yekimovichi,88,RU,1509175219,100,54.11,33.3,36.32,3.24
336,nioro,0,GM,1509175219,83,13.35,-15.75,74.93,6.82
337,zachagansk,90,KZ,1509172200,100,51.23,51.37,35.6,11.18
338,krasnoarmeysk,75,RU,1509172200,93,51.02,45.7,42.8,6.71
339,harper,76,LR,1509175220,100,4.38,-7.72,78.08,7.31
340,takoradi,32,GH,1509175220,100,4.88,-1.76,78.89,6.6
341,atambua,0,ID,1509175220,74,-9.11,124.89,88.38,5.08
342,azimur,75,BD,1509174000,58,23.72,90.41,86.0,5.82
343,ksenyevka,0,RU,1509175221,40,53.53,119.45,30.31,8.19
344,souillac,75,MU,1509170400,94,-20.52,57.52,75.2,10.29
345,bayir,40,TR,1509173400,82,37.34,28.14,60.8,4.7
346,puerto madryn,12,AR,1509175222,80,-42.77,-65.04,57.67,19.26
347,ler,8,SS,1509175222,77,8.3,30.14,82.44,4.63
348,mala,32,PE,1509175222,100,-12.66,-76.63,59.72,4.25
349,manoel urbano,12,BR,1509175223,93,-8.84,-69.26,76.68,2.13
350,qui nhon,92,VN,1509175223,94,13.77,109.23,78.93,18.45
351,cyangugu,68,RW,1509175224,100,-2.48,28.91,62.51,3.58
352,coxim,24,BR,1509175083,94,-18.51,-54.76,69.89,8.05
353,deep river,20,CA,1509174000,76,46.1,-77.5,48.2,11.41
354,sao filipe,0,CV,1509175225,100,14.9,-24.5,78.8,11.18
355,vila franca do campo,40,PT,1509174000,88,37.72,-25.43,69.8,9.17
356,saldanha,20,ZA,1509174000,60,-33.01,17.94,71.6,6.93
357,tiarei,40,PF,1509174000,78,-17.53,-149.33,78.8,12.75
358,stoyba,8,RU,1509175226,96,55.5,94.39,31.23,4.36
359,constitucion,92,CL,1509175226,98,-35.33,-72.42,51.17,7.76
360,jabinyanah,0,TN,1509170400,55,35.03,10.91,60.8,8.05
361,tamparan,68,PH,1509175227,84,7.88,124.33,76.82,2.8
362,acapulco,40,MX,1509169440,88,16.86,-99.89,78.8,4.7
363,foz do iguacu,0,BR,1509174000,93,-25.55,-54.59,64.4,9.17
364,mount isa,75,AU,1509174000,31,-20.73,139.5,91.4,11.41
365,kuusamo,90,FI,1509173400,92,65.97,29.18,30.2,8.05
366,merrill,90,US,1509173700,90,45.18,-89.68,33.8,13.87
367,dondo,90,MZ,1509170400,100,-19.61,34.74,77.0,21.92
368,hobyo,56,SO,1509175228,80,5.35,48.53,80.24,7.87
369,karaul,80,RU,1509175228,98,58.31,48.35,22.52,4.05
370,bargal,100,IQ,1509175229,40,37.0,43.25,65.27,1.7
371,vardo,64,NO,1509175229,100,70.37,31.11,40.46,15.7
372,henties bay,0,NA,1509175229,100,-22.12,14.28,55.53,5.41
373,tallahassee,90,US,1509172500,93,30.44,-84.28,57.2,3.85
374,okha,32,RU,1509175230,77,53.57,142.95,44.42,12.91
375,mamallapuram,75,IN,1509174000,70,12.63,80.17,87.8,8.05
376,launceston,44,AU,1509174000,63,-41.45,147.17,60.8,19.46
377,kardla,90,EE,1509173400,93,59.0,22.75,42.8,10.29
378,shetpe,0,KZ,1509175231,80,44.17,52.12,44.64,5.64
379,las vegas,1,US,1509173760,29,36.17,-115.14,73.4,4.7
380,olafsvik,0,IS,1509175232,96,64.89,-23.71,46.69,18.03
381,grimari,0,CF,1509175232,85,5.84,20.63,75.02,4.52
382,bana,80,CM,1509175232,100,5.15,10.28,61.67,2.71
383,old town,1,US,1509170160,93,44.93,-68.65,37.4,3.36
384,jalu,5,MX,1509170460,71,20.67,-103.33,55.4,1.5
385,santo antonio do ica,88,BR,1509175233,89,-3.1,-67.94,77.94,5.08
386,smithers,90,CA,1509174000,100,54.78,-127.17,35.6,3.36
387,san isidro,12,PE,1509175233,85,-12.12,-77.05,57.11,1.57
388,zhanaozen,0,KZ,1509175234,73,43.3,52.8,48.83,10.4
389,nizhniy tsasuchey,24,RU,1509175234,41,50.52,115.13,32.76,22.08
390,ermelo,92,ZA,1509175234,86,-26.53,29.98,44.08,12.88
391,mandera,8,KE,1509175234,91,3.94,41.87,77.09,6.15
392,tuggurt,0,DZ,1509174000,62,33.11,6.06,51.8,5.82
393,xinqing,44,CN,1509175235,64,48.23,129.5,46.67,8.88
394,yar-sale,80,RU,1509175236,100,66.83,70.83,24.44,11.18
395,lasa,0,IT,1509173700,74,46.62,10.7,37.4,6.93
396,inhambane,90,MZ,1509170400,77,-23.86,35.38,68.0,17.22
397,vestmannaeyjar,0,IS,1509175237,97,63.44,-20.27,45.41,16.71
398,claudio,64,BR,1509175114,94,-20.44,-44.77,63.14,8.66
399,aswan,0,EG,1509170400,27,24.09,32.91,73.4,9.17
400,kenai,1,US,1509173760,80,60.55,-151.26,42.8,14.99
401,taburi,56,PH,1509175238,100,8.65,117.51,82.58,6.82
402,bowen,0,AU,1509170400,62,-20.02,148.23,86.0,16.11
403,sorong,8,ID,1509175238,100,-0.88,131.25,83.59,8.19
404,yerbogachen,88,RU,1509175238,67,61.28,108.01,27.97,10.31
405,roches noires,90,MA,1509174180,93,33.59,-7.56,60.8,2.24
406,chipinge,92,ZW,1509175239,100,-20.19,32.62,59.49,14.2
407,kadi,0,IN,1509174000,27,23.3,72.33,91.4,3.36
408,lagoa,12,PT,1509175240,100,39.05,-27.98,63.95,10.18
409,zhangye,24,CN,1509175240,99,38.93,100.45,39.51,4.25
410,masvingo,90,ZW,1509170400,100,-20.06,30.83,55.4,11.41
411,aflu,0,DZ,1509175241,78,34.11,2.1,42.93,6.31
412,tumannyy,56,RU,1509175241,91,69.16,35.15,32.94,10.78
413,verkhnetulomskiy,75,RU,1509172200,74,68.61,31.8,33.8,6.71
414,dakar,0,SN,1509174000,83,14.69,-17.44,82.4,9.17
415,korla,12,CN,1509175242,41,41.76,86.15,47.79,5.3
416,teguldet,48,RU,1509175242,71,57.31,88.17,32.2,4.16
417,porto velho,40,BR,1509174000,94,-8.76,-63.9,75.2,2.15
418,kazalinsk,8,KZ,1509175242,89,45.85,62.16,42.53,5.3
419,kismayo,24,SO,1509175011,100,-0.36,42.55,78.84,10.18
420,kisangani,92,CD,1509175242,99,0.52,25.2,73.28,3.27
421,bilibino,80,RU,1509175243,78,68.05,166.44,-5.0,2.39
422,ormara,0,PK,1509175243,81,25.21,64.64,80.73,7.31
423,trelew,32,AR,1509175244,42,-43.25,-65.31,60.62,13.31
424,kermanshah,0,IR,1509172200,13,34.31,47.06,71.6,3.62
425,cockburn town,92,TC,1509175244,100,21.46,-71.14,82.33,14.56
426,ryotsu,75,JP,1509170400,52,38.08,138.43,66.2,6.93
427,kargat,80,RU,1509175245,82,55.2,80.28,35.78,18.61
428,olinda,40,BR,1509174000,78,-8.01,-34.86,78.8,6.93
429,santa ines,32,BR,1509175245,94,-3.67,-45.38,73.94,3.74
430,jizan,0,SA,1509170400,59,16.89,42.55,91.4,8.05
431,west richland,1,US,1509173580,93,46.3,-119.36,42.8,2.73
432,komsomolskiy,76,UZ,1509172200,36,40.43,71.72,66.2,6.93
433,the valley,80,AI,1509175246,100,18.22,-63.06,79.79,17.9
434,mgachi,0,RU,1509175247,71,51.05,142.27,48.2,18.34
435,vershino-darasunskiy,0,RU,1509175247,37,52.35,115.52,30.38,12.35
436,laguna,1,US,1509174000,82,38.42,-121.42,66.2,2.84
437,paita,80,PE,1509175247,87,-5.09,-81.11,66.78,3.62
438,tiksi,12,RU,1509175248,73,71.69,128.87,3.11,9.55
439,omaruru,0,NA,1509175248,70,-21.43,15.93,56.48,3.06
440,kano,8,NG,1509174000,42,12.0,8.52,68.0,2.24
441,qiongshan,20,CN,1509170400,62,20.01,110.35,84.2,13.42
442,paamiut,92,GL,1509175249,85,61.99,-49.67,39.11,12.86
443,santa rosa,20,PH,1509170400,66,14.31,121.11,87.8,9.17
444,bolshiye uki,92,RU,1509175249,97,57.23,73.49,30.11,11.34
445,bengkulu,32,ID,1509175250,100,-3.8,102.27,82.08,6.76
446,tyup,68,KG,1509175250,42,42.73,78.36,49.1,4.92
447,walvis bay,0,NA,1509170400,88,-22.96,14.51,66.2,2.24
448,santiago de cao,75,PE,1509170400,87,-7.96,-79.24,60.8,4.7
449,camacupa,48,AO,1509175251,78,-12.02,17.48,66.56,4.07
450,longyan,0,CN,1509175251,43,25.11,117.02,76.23,2.73
451,namatanai,8,PG,1509175252,98,-3.67,152.43,84.56,3.13
452,balkhash,92,KZ,1509175252,86,46.85,75.0,49.14,9.89
453,sao felix do xingu,20,BR,1509175252,99,-6.64,-51.99,72.52,1.92
454,sao miguel do araguaia,56,BR,1509175253,92,-13.28,-50.16,74.34,5.14
455,meilu,8,CN,1509175253,64,21.69,110.63,84.83,5.86
456,tolbazy,75,RU,1509172200,79,54.02,55.88,26.6,4.47
457,vokhtoga,80,RU,1509175254,93,58.81,41.05,23.54,9.62
458,nova olimpia,12,BR,1509175254,91,-14.8,-57.29,74.79,3.06
459,puli,40,TW,1509172200,53,23.97,120.97,77.0,16.11
460,tsienyane,92,ZA,1509174000,25,-24.33,30.53,53.6,19.46
461,hauterive,90,FR,1509174000,100,46.09,3.45,44.6,4.03
462,livingstone,76,ZM,1509175256,33,-17.84,25.85,84.47,16.89
463,olga,0,RU,1509175256,58,43.74,135.29,55.53,5.03
464,kpalime,32,TG,1509175256,99,6.9,0.63,69.77,2.26
465,sterling,1,US,1509173760,81,39.01,-77.43,57.2,3.36
466,yaan,75,TW,1509172620,64,24.99,121.3,75.2,10.29
467,mecca,0,SA,1509170400,70,21.43,39.83,86.0,4.25
468,ust-omchug,48,RU,1509175257,87,61.15,149.63,6.44,2.51
469,adrar,0,DZ,1509174000,66,27.87,-0.29,51.8,8.05
470,asau,90,RO,1509174000,87,46.43,26.4,50.0,13.87
471,valparaiso,90,CL,1509174000,87,-33.04,-71.63,48.2,2.51
472,arvin,1,US,1509173700,48,35.21,-118.83,68.0,2.35
473,san patricio,0,MX,1509175259,100,19.22,-104.7,70.7,3.29
474,la rioja,40,ES,1509170400,76,42.25,-2.5,57.2,12.75
475,merauke,24,ID,1509175259,78,-8.47,140.33,87.53,10.07
476,minsk,75,BY,1509173040,100,53.9,27.57,35.6,4.47
477,coahuayana,0,MX,1509175260,100,18.73,-103.68,80.15,3.24
478,bima,0,ID,1509175260,56,-8.47,118.72,90.63,3.85
479,sarakhs,20,IR,1509170400,64,36.54,61.16,68.0,2.24
480,lang suan,20,TH,1509175261,78,9.95,99.08,86.81,4.59
481,mpika,80,ZM,1509175262,61,-11.83,31.45,74.03,10.45
482,newport,12,GB,1509173400,93,51.59,-3.0,51.8,16.11
483,barry,40,GB,1509173400,87,51.41,-3.27,51.8,13.87
484,yanchukan,92,CN,1509175263,70,36.78,110.64,48.62,10.76
485,burnie,56,AU,1509175263,97,-41.07,145.92,57.11,13.42
486,kirakira,64,SB,1509175263,100,-10.45,161.92,81.32,6.53
487,kruisfontein,0,ZA,1509175264,87,-34.0,24.73,59.0,11.68
488,muroto,75,JP,1509171780,93,33.28,134.15,66.2,2.24
489,coihaique,90,CL,1509170400,86,-45.58,-72.07,41.0,5.82
490,satitoa,90,FI,1509173400,100,61.5,27.27,32.0,5.82
491,fort saint john,20,CA,1509174000,61,56.25,-120.85,55.4,11.41
492,kamaishi,75,JP,1509170400,63,39.27,141.88,60.8,11.41
493,lafiagi,12,NG,1509175266,77,8.87,5.42,69.8,3.29
494,nanortalik,92,GL,1509175266,96,60.14,-45.24,35.33,2.62
495,heihe,40,CN,1509172200,44,50.24,127.49,39.2,17.9
496,bonavista,92,CA,1509175266,100,48.65,-53.11,43.83,8.1
497,sola,88,VU,1509175267,93,-13.88,167.55,82.31,6.08
498,piney green,1,US,1509173640,100,34.72,-77.32,53.6,2.13
499,zhengjiatun,92,CN,1509175267,57,43.51,123.51,41.45,18.84
500,pangnirtung,80,CA,1509175268,100,66.15,-65.71,15.66,8.88
501,gemena,24,CD,1509175268,97,3.25,19.77,70.61,2.84
502,chany,68,RU,1509175268,85,55.31,76.76,37.22,17.38
503,tyrma,88,RU,1509175269,70,50.08,132.17,49.01,12.19
504,bumba,76,CD,1509175269,92,2.18,22.47,76.1,3.36
505,ahuimanu,75,US,1509173880,83,21.44,-157.84,78.8,4.16
506,beringovskiy,8,RU,1509175270,100,63.05,179.32,14.27,10.45
507,miramar,1,US,1509174180,65,25.99,-80.23,78.8,9.17
508,nagua,100,DO,1509175270,92,19.38,-69.85,79.79,6.64
509,bilma,36,NE,1509175270,46,18.69,12.92,62.06,11.41
510,thunder bay,90,CA,1509174000,85,48.4,-89.32,32.0,10.29
511,mount gambier,100,AU,1509175271,75,-37.83,140.77,61.34,5.14
512,buala,80,SB,1509175271,87,-8.14,159.59,83.88,1.12
513,bagan,88,RU,1509175272,79,54.1,77.66,38.75,17.83
514,dinar,20,TR,1509173400,76,38.06,30.17,55.4,2.24
515,uyskoye,20,RU,1509175273,90,54.38,60.0,23.58,9.95
516,kisesa,68,TZ,1509175273,100,-3.08,34.15,66.83,5.59
517,purranque,90,CL,1509170400,93,-40.92,-73.17,42.8,2.24
518,hualmay,24,PE,1509175273,99,-11.1,-77.61,56.93,4.03
519,churhat,0,IN,1509175274,57,24.43,81.68,85.86,4.52
520,tacna,90,PE,1509170400,87,-18.01,-70.25,62.6,3.36
521,rameshki,80,RU,1509175275,97,57.34,36.05,29.79,5.03
522,shenkursk,92,RU,1509175275,86,62.11,42.9,26.64,9.28
523,yei,20,SS,1509175275,100,4.09,30.68,72.23,4.41
524,inirida,76,CO,1509175276,87,3.87,-67.92,76.64,2.01
525,salalah,20,OM,1509169800,58,17.02,54.09,84.2,4.7
526,port blair,12,IN,1509175276,100,11.67,92.75,83.03,9.66
527,curup,56,ID,1509175277,87,-3.47,102.53,77.18,2.62
528,zhigansk,68,RU,1509175277,75,66.77,123.37,16.97,4.92
529,igrim,68,RU,1509175278,83,63.19,64.42,26.69,4.81
530,helena,1,US,1509173580,80,46.59,-112.04,33.8,3.13
531,pisco,0,PE,1509170400,88,-13.7,-76.22,62.6,9.17
532,doume,92,CM,1509175278,97,4.23,13.45,67.39,2.71
533,cairns,0,AU,1509174000,74,-16.92,145.77,80.6,8.05
534,snezhnogorsk,75,RU,1509172200,74,69.19,33.25,33.8,6.71
535,minbu,68,MM,1509175279,70,20.18,94.88,86.09,5.59
536,vrangel,80,RU,1509175279,90,42.73,133.08,53.46,9.06
537,quthing,0,LS,1509175280,73,-30.4,27.7,40.28,2.91
538,beatrice,1,US,1509173640,85,40.27,-96.75,28.4,6.93
539,naryan-mar,44,RU,1509175280,100,67.67,53.09,22.41,14.92
540,gorontalo,32,ID,1509175280,56,0.54,123.06,87.39,3.29
541,bellmore,1,US,1509173760,87,40.67,-73.53,57.2,3.36
542,beloha,64,MG,1509175281,59,-25.17,45.05,73.85,15.21
543,akom,75,FI,1509173400,100,60.19,24.84,37.4,12.75
544,kunya,75,KE,1509174000,68,-1.28,36.82,71.6,11.41
545,karamea,0,AE,1509170400,66,25.26,55.3,87.8,3.36
546,waipawa,0,NZ,1509174000,72,-41.41,175.52,62.6,2.24
547,phan thiet,20,VN,1509175072,89,10.93,108.1,85.37,7.83
548,egvekinot,0,RU,1509175282,52,66.32,-179.17,-11.07,2.06
549,dickinson,40,US,1509173700,40,29.46,-95.05,55.4,18.34
550,berlevag,56,NO,1509175282,100,70.86,29.09,30.22,6.62
551,nakatsu,75,JP,1509172680,82,33.6,131.19,68.0,12.75
552,anadyr,0,RU,1509170400,91,64.75,177.48,-0.41,6.71
553,warqla,0,NP,1509175283,53,29.05,81.3,78.71,2.73
554,lamu,64,KE,1509175283,86,-2.27,40.9,80.33,6.53
555,port hedland,0,AU,1509174000,32,-20.32,118.57,93.2,20.8
556,kattivakkam,75,IN,1509174000,70,13.22,80.32,87.8,8.05
557,poya,0,NC,1509175284,97,-21.35,165.15,74.21,7.31
558,lethem,64,GY,1509175285,78,3.38,-59.8,78.39,3.62
559,biltine,0,TD,1509175285,26,14.53,20.92,76.3,9.19
560,rawson,32,AR,1509175286,71,-43.3,-65.1,58.82,19.39
561,kavaratti,0,IN,1509175286,100,10.57,72.64,82.31,4.81
562,santa fe,1,US,1509173580,69,35.69,-105.94,39.2,9.17
563,tatarsk,68,RU,1509175286,82,55.22,75.98,36.14,16.11
564,gallup,1,US,1509173580,40,35.53,-108.74,39.2,3.06
565,qaqortoq,68,GL,1509173400,94,60.72,-46.03,32.0,2.24
566,san cristobal,12,VE,1509175287,90,7.77,-72.22,66.51,1.72
567,ganta,24,LR,1509175287,100,7.3,-8.53,68.0,3.02
568,havre-saint-pierre,90,CA,1509174000,100,50.23,-63.6,41.0,11.41
569,hervey bay,0,AU,1509175288,82,-25.28,152.85,77.47,9.19
570,santa isabel,0,BR,1509170400,77,-23.32,-46.22,68.0,19.46
571,dudinka,80,RU,1509175289,75,69.41,86.18,9.99,6.26
572,muros,0,ES,1509174000,87,42.78,-9.06,53.6,1.12
573,mahibadhoo,76,MV,1509175289,100,3.78,72.97,82.71,5.37
574,floresta,24,BR,1509175290,65,-8.6,-38.57,71.24,8.32
575,meulaboh,12,ID,1509175290,100,4.14,96.13,83.48,5.14
576,camocim,68,BR,1509175290,88,-2.9,-40.84,76.55,13.91
577,maniitsoq,92,GL,1509175291,100,65.42,-52.9,32.13,8.61
578,bulancak,0,TR,1509175291,75,40.94,38.23,57.69,3.62
579,nome,90,US,1509173580,100,64.5,-165.41,24.8,5.82
580,marcona,68,PE,1509175292,100,-15.37,-75.16,58.28,10.4
581,todos santos,0,MX,1509175292,95,23.45,-110.22,78.39,10.85
582,scarborough,48,GB,1509173400,87,54.28,-0.4,50.0,17.22
583,sun city west,1,US,1509173880,29,33.66,-112.34,73.4,2.91
584,kyren,0,RU,1509175293,61,51.68,102.14,24.62,2.62
585,bon accord,1,CA,1509174000,70,53.83,-113.42,44.6,9.17
586,san policarpo,56,PH,1509175293,100,12.18,125.51,82.13,6.82
587,acajutla,75,SV,1509169800,83,13.59,-89.83,78.8,6.93
588,dasoguz,90,TM,1509172200,87,41.84,59.97,53.6,4.7
589,muncar,48,ID,1509175294,83,-8.43,114.33,83.32,6.73
590,berezovyy,44,RU,1509175294,52,51.67,135.7,49.82,5.3
591,eirunepe,12,BR,1509175295,96,-6.66,-69.87,76.64,2.13
592,kaeo,80,NZ,1509175295,67,-35.1,173.78,62.64,10.18
593,fare,92,PF,1509175295,99,-16.7,-151.02,79.83,10.56
594,saint-ambroise,20,CA,1509174000,98,48.55,-71.33,33.8,4.7
595,kokopo,32,PG,1509175296,94,-4.35,152.26,84.56,3.91
596,novichikha,0,RU,1509175296,75,52.2,81.39,40.37,19.35
597,arras,0,FR,1509174000,100,50.29,2.78,42.8,6.93
598,along,0,IN,1509175297,50,28.17,94.77,75.74,2.01
599,san jose,1,US,1509174480,67,37.34,-121.89,62.6,2.15
600,honiara,40,SB,1509174000,78,-9.43,159.95,82.4,4.7
